hamming_distance,same_split,same_label,split_a,label_a,path_a,split_b,label_b,path_b
0,False,True,test,leaning_backward,test\leaning_backward\extract0585_jpg.rf.9cc21b4ff1811e7094d374f89d77ee6e.jpg,train,leaning_backward,train\leaning_backward\extract0584_jpg.rf.476d0ec635fb431dfd817b52eedcd728.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0585_jpg.rf.9cc21b4ff1811e7094d374f89d77ee6e.jpg,train,leaning_left,train\leaning_left\extract0583_jpg.rf.cf251922caaf11f3248ff8b58e4f6d21.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0585_jpg.rf.9cc21b4ff1811e7094d374f89d77ee6e.jpg,valid,leaning_backward,valid\leaning_backward\extract0586_jpg.rf.e51061dbf14ec1583fe5c2c929daa0b3.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0591_jpg.rf.472e1d1ce2931a1dd74a918ecdf6e060.jpg,train,leaning_backward,train\leaning_backward\extract0590_jpg.rf.c95b7c05416cf513ad33d68bb8502de1.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0591_jpg.rf.472e1d1ce2931a1dd74a918ecdf6e060.jpg,valid,leaning_backward,valid\leaning_backward\extract0590_jpg.rf.84789a6e49762834c0c89e0c5f5bc97c.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,test,leaning_backward,test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,test,leaning_backward,test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,train,leaning_backward,train\leaning_backward\extract0618_jpg.rf.5e47c00ad59e1de884f12baf2550a736.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,train,leaning_backward,train\leaning_backward\extract0619_jpg.rf.2fcff90296999c998c96d4a7ba3e2123.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,valid,leaning_backward,valid\leaning_backward\extract0621_jpg.rf.c123cd9f584bdf9df1704f048d1c9932.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg,test,leaning_backward,test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg,train,leaning_backward,train\leaning_backward\extract0618_jpg.rf.5e47c00ad59e1de884f12baf2550a736.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg,train,leaning_backward,train\leaning_backward\extract0619_jpg.rf.2fcff90296999c998c96d4a7ba3e2123.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg,valid,leaning_backward,valid\leaning_backward\extract0621_jpg.rf.c123cd9f584bdf9df1704f048d1c9932.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg,train,leaning_backward,train\leaning_backward\extract0618_jpg.rf.5e47c00ad59e1de884f12baf2550a736.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg,train,leaning_backward,train\leaning_backward\extract0619_jpg.rf.2fcff90296999c998c96d4a7ba3e2123.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg,valid,leaning_backward,valid\leaning_backward\extract0621_jpg.rf.c123cd9f584bdf9df1704f048d1c9932.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0623_jpg.rf.bba46de39f180ddbff817dc23fa8f420.jpg,train,leaning_backward,train\leaning_backward\extract0622_jpg.rf.5d0b909b2b954804241172bf83ab74e0.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0623_jpg.rf.bba46de39f180ddbff817dc23fa8f420.jpg,valid,leaning_backward,valid\leaning_backward\extract0618_jpg.rf.df748642d16611c95eb92e6095cb4256.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0623_jpg.rf.18c5d292a86affe286fe58609bb8accb.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0625_jpg.rf.ab6af00a51155f053f6d7aa4c75023c3.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0627_jpg.rf.c54b0b4f5ea3d6a8e213cb0c64b81b83.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0628_jpg.rf.af1404d2abaf69d29458712aa9963ca5.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0628_jpg.rf.c211f44011a7d96ded0628439621b4ff.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0629_jpg.rf.4e7e765257000075d4921f0717dcb495.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0630_jpg.rf.59f82ddfb802c1212cc8c2db010a8701.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0630_jpg.rf.9d0c69ce4a9e254cd75a1b0650201020.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,leaning_backward,train\leaning_backward\extract0632_jpg.rf.e9fb387a53fc955b5ea58b36207e3c24.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,upright,train\upright\extract0631_jpg.rf.1ac0830aad7037d1dab6c4c7b77a0b2d.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,upright,train\upright\extract0633_jpg.rf.4b2d1b85d52643fe600576953c6ad474.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,upright,train\upright\extract0634_jpg.rf.551258b59850537566e987d62521146d.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,train,upright,train\upright\extract0635_jpg.rf.320fc97a6a2bbfab4097851cf9d1a3bd.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,valid,leaning_backward,valid\leaning_backward\extract0625_jpg.rf.29377dba97b778d47850c2df4e06a21c.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0623_jpg.rf.18c5d292a86affe286fe58609bb8accb.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0625_jpg.rf.ab6af00a51155f053f6d7aa4c75023c3.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0627_jpg.rf.c54b0b4f5ea3d6a8e213cb0c64b81b83.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0628_jpg.rf.af1404d2abaf69d29458712aa9963ca5.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0628_jpg.rf.c211f44011a7d96ded0628439621b4ff.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0629_jpg.rf.4e7e765257000075d4921f0717dcb495.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0630_jpg.rf.59f82ddfb802c1212cc8c2db010a8701.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0630_jpg.rf.9d0c69ce4a9e254cd75a1b0650201020.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,leaning_backward,train\leaning_backward\extract0632_jpg.rf.e9fb387a53fc955b5ea58b36207e3c24.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,upright,train\upright\extract0631_jpg.rf.1ac0830aad7037d1dab6c4c7b77a0b2d.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,upright,train\upright\extract0633_jpg.rf.4b2d1b85d52643fe600576953c6ad474.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,upright,train\upright\extract0634_jpg.rf.551258b59850537566e987d62521146d.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,train,upright,train\upright\extract0635_jpg.rf.320fc97a6a2bbfab4097851cf9d1a3bd.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,valid,leaning_backward,valid\leaning_backward\extract0625_jpg.rf.29377dba97b778d47850c2df4e06a21c.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0623_jpg.rf.18c5d292a86affe286fe58609bb8accb.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0625_jpg.rf.ab6af00a51155f053f6d7aa4c75023c3.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0627_jpg.rf.c54b0b4f5ea3d6a8e213cb0c64b81b83.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0628_jpg.rf.af1404d2abaf69d29458712aa9963ca5.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0628_jpg.rf.c211f44011a7d96ded0628439621b4ff.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0629_jpg.rf.4e7e765257000075d4921f0717dcb495.jpg
