image_id,split,class_name,class_id,bottom_nx,bottom_ny,shoulder_nx,shoulder_ny,head_nx,head_ny,back_nx,back_ny,spine_lower_angle,spine_upper_angle,spine_full_angle,back_angle,dist_bottom_shoulder,dist_shoulder_head,dist_bottom_head,dist_shoulder_back,dist_bottom_back,head_shoulder_dx,head_shoulder_dy,back_shoulder_dx,back_shoulder_dy,spine_curvature,head_forward_offset,raw_bottom_x,raw_bottom_y,raw_shoulder_x,raw_shoulder_y,raw_head_x,raw_head_y,raw_back_x,raw_back_y
bad_posture_20241021_142856_png.rf.d63238b8aa0715cda8e88f5ecaef0e2f.jpg,train,Bad,0,-0.0928651104100945,0.42644776119402983,-0.09766813880126174,-0.09632398009950255,0.18589627760252375,-0.3094105472636816,-0.3801261829652996,-0.009949452736318438,-90.41509862362976,-43.619977930923234,-73.36779738966781,158.80411991602085,0.3283746177721415,0.19401425007972994,0.4823934472989865,0.15005634122222228,0.3088399669731883,0.140453,-0.133845,-0.139905,0.054254000000000024,46.795120692706526,0.13807399999999997,0.361034,0.84755,0.358655,0.519184,0.499108,0.385339,0.21875,0.573438
good_posture_20241013_222712_png.rf.d4260da6ca2e54e87b93742653249b2b.jpg,train,Good,1,-0.16979262745098042,0.3217553526970953,-0.1877126274509805,-0.19244614107883817,0.021399215686274405,-0.4033380912863071,-0.4058823529411765,-0.035270373443983406,-91.05626099479363,-62.31939291391124,-82.05859132674586,126.29163233516944,0.38732381564267376,0.17935501863064776,0.5513737453669697,0.14686207971426796,0.2848644304120821,0.083318,-0.15882800000000002,-0.08692699999999998,0.118373,28.736868080882395,0.07617799999999997,0.375317,0.642322,0.368177,0.255064,0.451495,0.096236,0.28125,0.373437
bad_posture_20241013_225750_png.rf.daa920390fdfc539db263e20cfef43ef.jpg,train,Bad,0,-0.1268265924895689,0.3637542342342342,-0.1649684561891516,-0.161014054054054,0.15712155771905426,-0.3050673873873873,-0.40820584144645344,-0.01576576576576575,-93.36800136583685,-28.914945978730795,-71.0295128169312,143.59105227856546,0.3646878912015039,0.20669034265054573,0.490643751642676,0.16976989402423506,0.30709017633262053,0.18092400000000003,-0.099937,-0.13663100000000003,0.10076599999999997,64.45305538710605,0.15949900000000006,0.370556,0.660167,0.349131,0.296109,0.530055,0.196172,0.2125,0.396875
bad_posture_20241021_142448_png.rf.d33dd9f9f893e9afb7e761de880c9371.jpg,train,Bad,0,-0.24516898817345595,0.39603680224403914,0.003082049934296973,-0.18064000000000002,0.23531879106438894,-0.33442131837307165,-0.3247913797634691,-0.1493688639551193,-65.32281043691239,-31.815803499567917,-54.92835064987692,174.8936221408591,0.3535116393812231,0.16248595048495731,0.49715423840997264,0.19570773189120555,0.30747388036709716,0.13807199999999997,-0.08566100000000004,-0.19493099999999997,0.017418999999999962,33.50700693734447,0.28566499999999995,0.401505,0.835058,0.549098,0.513831,0.68717,0.42817,0.354167,0.53125
bad_posture_20241013_225714_png.rf.d2c1738f716f13eb44311e3ea1d89477.jpg,test,Bad,0,-0.2719327415143603,0.39408145785876997,-0.037231540469973824,-0.1678808200455581,0.13382057441253273,-0.32918706150341687,-0.2510884595300261,-0.08086560364464694,-69.97978603105831,-47.22658442063794,-63.92116531412186,154.9967103869684,0.41026237696990936,0.150734620482489,0.5523519338365713,0.14121408700621907,0.3260227221099781,0.10236400000000001,-0.110646,-0.12798000000000004,0.05968699999999999,22.75320161042037,0.24281800000000003,0.339609,0.672659,0.480063,0.287188,0.582427,0.176542,0.352083,0.346875
image_20241008_203730_jpg.rf.db22bb8d251335e4b0098ff677b77b70.jpg,valid,Bad,0,-0.07984240601503756,0.3896853774560496,-0.26694536340852126,-0.125282316442606,-0.05311318295739344,-0.3449697621509824,-0.4632409022556391,0.006721820062047628,-106.69038035871019,-51.22724630391055,-88.2802258715746,140.82364301430724,0.40615292732294817,0.2128775887922446,0.5552591097649817,0.15786529228744364,0.3752829294199244,0.13331099999999999,-0.16596699999999998,-0.12237800000000001,0.09972500000000006,55.46313405479964,0.016664000000000012,0.268192,0.808067,0.151545,0.419025,0.284856,0.253058,0.029167,0.51875
good_posture_20241021_141536_png.rf.d3f0e943b02c7be763e6cf54d93d567f.jpg,train,Good,1,-0.12183379721669992,0.3836455612770341,-0.15212373757455278,-0.07744444902162709,-0.018845964214711748,-0.31269421215242005,-0.3899925248508947,0.01081359423274986,-91.94902106702266,-73.64413470354864,-85.6188460741244,144.38765297537,0.3499824707167489,0.18598561922094944,0.5297870732303686,0.11497889340657266,0.3018214711845398,0.05237400000000003,-0.17845899999999998,-0.09347499999999997,0.06695200000000001,18.30488636347401,0.040471000000000035,0.365795,0.829703,0.353892,0.479923,0.406266,0.301464,0.260417,0.546875
good_posture_20241013_225734_png.rf.d9808e2e835c5aa353fe9631a6258afb.jpg,test,Good,1,-0.2491051162790697,0.40921411764705884,-0.26682046511627894,-0.1354621848739496,-0.1870995348837208,-0.36580840336134457,-0.4302325581395348,-0.03151193277310922,-91.34649699339887,-75.95746141671967,-86.69091948017808,138.64520919593951,0.40521489248669035,0.17659746572360543,0.5773856860998547,0.11701329635985822,0.34194220978990003,0.04285,-0.17132,-0.08783400000000002,0.07731300000000002,15.389035576679206,0.033328000000000024,0.284856,0.676228,0.275334,0.271125,0.318184,0.099805,0.1875,0.348438
good_posture_20241021_141341_png.rf.d8f8602154db4e80d92f4cd2f119a846.jpg,train,Good,1,-0.19999032028469757,0.40979305644302433,-0.19456512455516023,-0.10593380191693305,-0.07528370106761567,-0.32730837060702883,-0.3837477580071175,-0.007987220447284496,-89.63926915500548,-72.12602471519875,-84.21800331593488,139.1388116496028,0.37834149849045107,0.17063487798512939,0.5434980936535103,0.10982857359539912,0.3169227462994728,0.05237200000000003,-0.16239899999999996,-0.083063,0.071853,17.513244439806726,0.054754000000000025,0.334848,0.843981,0.33723,0.465647,0.389602,0.303248,0.254167,0.5375
bad_posture_20241021_143008_png.rf.d9c1ef0798864f8bfa499de7693cc403.jpg,train,Bad,0,-0.22545615708274905,0.34677695550351295,-0.16134844319775601,-0.17480805620608894,0.11643669004207571,-0.30319925058548003,-0.45044353436185136,-0.0714293208430912,-84.14102024202936,-28.968829777156017,-66.29077019233151,156.81403533962333,0.34982241798518293,0.17686358343650058,0.473631528047912,0.17518431994331,0.3058751904110564,0.154735,-0.08566099999999999,-0.16103499999999998,0.06897300000000006,55.17219046487334,0.19044500000000003,0.323242,0.849334,0.358952,0.501339,0.513687,0.415678,0.197917,0.570312
good_posture_20241021_142342_png.rf.d7977438f1a429a0c4f3e34cd03074e1.jpg,train,Good,1,-0.22565888888888885,0.4118279569892473,-0.2362388888888889,-0.1408196129032258,-0.06695888888888883,-0.3446864516129032,-0.4432877777777777,0.04838640860215059,-90.67932753654698,-62.78420308956469,-82.59720357241181,124.12794415414545,0.4015612247341618,0.16656203006687928,0.5542749509494362,0.16606933035331964,0.2816383149679744,0.07617600000000002,-0.14812199999999998,-0.09317199999999998,0.13747000000000004,27.895124446982287,0.071415,0.406266,0.85625,0.401505,0.454717,0.477681,0.306595,0.308333,0.592187
