image_id,split,class_id,class_name,shoulder_mid_x,shoulder_mid_y,shoulder_width,shoulder_angle,eye_mid_x,eye_mid_y,eye_width,eye_angle,ear_mid_x,ear_mid_y,ear_width,ear_angle,nose_x,nose_y,nose_to_shoulder_mid_dx,nose_to_shoulder_mid_dy,nose_to_eye_mid_dy,head_tilt,shoulder_dy,eye_dy,ear_dy,lateral_offset,vertical_alignment,raw_left_shoulder_nx,raw_left_shoulder_ny,raw_right_shoulder_nx,raw_right_shoulder_ny,raw_left_eye_nx,raw_left_eye_ny,raw_left_ear_nx,raw_left_ear_ny,raw_nose_nx,raw_nose_ny,raw_right_ear_nx,raw_right_ear_ny,raw_right_eye_nx,raw_right_eye_ny
ngaphai_mp4-0000_jpg.rf.19a1858d01a65f54b6e89e1c56f6df5b,train,4,thang,0.012404555925212862,0.2599450627519452,0.7903329552384937,-1.1771107886121894,-0.020501178908155587,-0.10982908737226972,0.3559331893550901,-1.2271043695763035,-0.009944499736889698,-0.1697754867523672,0.18209219193605525,-0.5597173446164367,-0.009245392179569911,-0.08729738182009951,-0.021649948104782775,-0.3472424445720447,0.02253170555217021,89.51435652854914,-0.016235820755601482,-0.007622442462735496,-0.0017788140409675524,-0.021649948104782775,0.3472424445720447,-0.38267852972273114,0.2680629731297459,0.40748764157315687,0.25182715237414444,-0.1984269595411127,-0.10601786614090197,-0.10098625140155842,-0.16888607973188344,-0.009245392179569911,-0.08729738182009951,0.08109725192777903,-0.170664893772851,0.15742460172480152,-0.11364030860363747
ngaphai_mp4-0002_jpg.rf.c07ba23c029c0ade6bfb475f3cb7984d,train,4,thang,-0.015403212373587216,0.3061688145753184,0.782942874816539,-2.347217388484556,-0.039476216537775194,-0.07691431596892087,0.3596619490369991,-3.7411493743377155,-0.030972516359309997,-0.14464689430727462,0.18771560237269277,-0.5444724423921236,-0.03047804878048782,-0.05366456945130065,-0.015074836406900605,-0.3598333840266191,0.02324974651762022,89.68861395343781,-0.03206559283676119,-0.0234675777038105,-0.0017838038876167583,-0.015074836406900605,0.3598333840266191,-0.40654619869125525,0.322201610993699,0.3757397739440808,0.2901360181569378,-0.2189239738251042,-0.06518052711701562,-0.12482607971445574,-0.14375499236346623,-0.03047804878048782,-0.05366456945130065,0.06288104699583574,-0.14553879625108299,0.1399715407495538,-0.08864810482082612
ngaphai_mp4-0003_jpg.rf.414e4f7bcc77a30db15a24809417dca9,train,4,thang,-0.037787433155080236,0.24882150652564455,0.7963995360664637,-1.0764875335331592,-0.08768974407945009,-0.12744330451603342,0.35261029604755073,-4.722755211716681,-0.07895884262796043,-0.1927647362512725,0.18581833842422854,-3.198701699129944,-0.07786764705882357,-0.11085372158509184,-0.040080213903743334,-0.3596752281107364,0.01658958293094158,89.23676683907986,-0.014962074729411273,-0.029031928967994017,-0.010368455294942874,-0.040080213903743334,0.3596752281107364,-0.43591692131398,0.2563025438903502,0.36034205500381955,0.2413404691609389,-0.26339629488158917,-0.1129273400320364,-0.17172326203208582,-0.18758050860380104,-0.07786764705882357,-0.11085372158509184,0.013805576776164953,-0.19794896389874392,0.088016806722689,-0.14195926900003042
ngaphai_mp4-0005_jpg.rf.b476b62199fb0ced81a35deb03de3c81,train,4,thang,0.012191732477120298,0.19846657391894662,0.782486120102737,-0.9164520886695432,-0.02126030633511583,-0.13362661900747363,0.3686627768232421,-0.5107090737291698,-0.012907871384318065,-0.19196794774048542,0.18150017533643217,-0.5103106832783253,-0.0054044590025442195,-0.11226711603468068,-0.017596191479664517,-0.31073368995362727,0.02135950297279296,84.62175710369392,-0.01251541505471726,-0.0032860523707078093,-0.0016165283849964018,-0.017596191479664517,0.31073368995362727,-0.3790012801584082,0.20472428144630525,0.4033847451126488,0.192208866391588,-0.20558437209623706,-0.13198359282211974,-0.10365435958515166,-0.19115968354798724,-0.0054044590025442195,-0.11226711603468068,0.07783861681651554,-0.19277621193298364,0.1630637594260054,-0.13526964519282755
ngaphai_mp4-0007_jpg.rf.46edaae56ad85b646e31a5016d3e9195,train,4,thang,0.011043194609270252,0.2343345585270622,0.808482695390773,-1.7726181280648206,-0.0031496150481328117,-0.13237234096976724,0.3705218142623448,-0.5416737479229015,0.00499328264059664,-0.1895925298733099,0.1759957910265746,0.0,0.006107221999566434,-0.11035154302441637,-0.004935972609703817,-0.34468610155147855,0.022020797945350876,89.19461098718438,-0.025008865963112387,-0.003502857484737165,0.0,-0.004935972609703817,0.34468610155147855,-0.39300470644008817,0.24683899150861838,0.4150910956586287,0.221830125545506,-0.1884022431224068,-0.13062091222739866,-0.08300461287269066,-0.1895925298733099,0.006107221999566434,-0.11035154302441637,0.09299117815388394,-0.1895925298733099,0.18210301302614118,-0.13412376971213583
ngaphai_mp4-0008_jpg.rf.17292802d4251984398910f75cee7675,train,4,thang,-0.06313131313146637,0.05976430976435383,0.42595586857960416,0.6793647554719167,-0.004207281071506974,-0.1262756478226014,0.5574970366052199,-1.7331301330226585,0.02777777777762635,-0.3350168350168632,0.2873663898355451,-8.082632787958055,0.005050505050477518,-0.17676767676766178,0.0681818181819439,-0.23653198653201563,-0.050492028945060385,98.17276487750836,0.005050505050558533,-0.016861059955013857,-0.04040404040406681,0.0681818181819439,0.23653198653201563,-0.2760942760945948,0.05723905723907456,0.14983164983166206,0.062289562289633095,-0.2828282828287306,-0.11784511784509447,-0.11447811447831942,-0.3148148148148298,0.005050505050477518,-0.17676767676766178,0.17003367003357212,-0.3552188552188966,0.2744137206857167,-0.13470617780010832
ngaphai_mp4-0011_jpg.rf.c5786cd2b51a87cf3ee8327c9a14ff2d,train,4,thang,-0.008123410520924329,0.22761681116367455,0.737570517448768,-1.6964841732186464,-0.033228389431985944,-0.11907610266364174,0.34675367417352765,-0.28377794433564535,-0.03146764435707646,-0.1737064038960247,0.1732108091658208,-0.3549227541515523,-0.031383986361920205,-0.0976102816557527,-0.023260575840995876,-0.32522709281942724,0.021465821007889047,89.93701061272515,-0.021835707522220832,-0.0017174151983768982,-0.0010729597326623874,-0.023260575840995876,0.32522709281942724,-0.3767470227891319,0.23853466492478498,0.36050020174728326,0.21669895740256415,-0.20660309998536897,-0.11821739506445329,-0.11807138730345619,-0.17316992402969353,-0.031383986361920205,-0.0976102816557527,0.05513609858930327,-0.17424288376235592,0.14014632112139708,-0.11993481026283019
ngaphai_mp4-0012_jpg.rf.a301262f7d98e0fa1dc783dd35758e4f,train,4,thang,-0.0032879210883877408,0.29790144541020325,0.7512531831252302,-2.046289572570081,-0.03799700766045716,-0.08461479007935713,0.35391568134806184,-2.438624955068161,-0.029442275277540737,-0.14861465226160808,0.18059975943051038,0.0,-0.024689531122948298,-0.058261894696065575,-0.021401610034560557,-0.3561633401062688,0.026352895383291552,86.98889725291596,-0.02682492117383467,-0.015058823967624022,0.0,-0.021401610034560557,0.3561633401062688,-0.37867497759134183,0.31131390599712055,0.37209913541456635,0.2844889848232859,-0.21479459059414363,-0.07708537809554512,-0.11974215499279593,-0.14861465226160808,-0.024689531122948298,-0.058261894696065575,0.06085760443771446,-0.14861465226160808,0.1388005752732293,-0.09214420206316914
ngaphai_mp4-0014_jpg.rf.0a22a5ea1a8e9ac6af74a3132dd241aa,train,4,thang,0.001051859208705569,0.17273916756816526,0.8355985160117371,-1.6542224182381489,-0.024887458349572705,-0.1391255774120133,0.38448527233543756,0.268527017293936,-0.017776076617764786,-0.19275016566847922,0.17846815152008458,2.07033865416603,-0.011856383781698912,-0.11251188184826348,-0.012908242990404481,-0.28525104941642876,0.02661369556374983,85.78056717750889,-0.02412173778755869,0.0018019530633905934,0.00644740528939397,-0.012908242990404481,0.28525104941642876,-0.4165732782432698,0.1848000364619446,0.4186769966606809,0.1606782986743859,-0.2171279832188188,-0.1400265539437086,-0.10695190303954538,-0.1959738683131762,-0.011856383781698912,-0.11251188184826348,0.07139974980401581,-0.18952646302378223,0.16735306651967338,-0.13822460088031802
ngaphai_mp4-0015_jpg.rf.6a10b8d4e6d145d35a24ad9676fc9bcd,train,4,thang,-0.013129704057487701,0.2853477504506544,0.734290149371811,-1.2957691371263802,-0.04315541204838029,-0.10389113301479777,0.36669967485278765,-2.0443542383173328,-0.03552069799609747,-0.16929749475389833,0.17690413070244343,2.8256694102366082,-0.03006741261640313,-0.07336812603240124,-0.01693770855891543,-0.35871587648305564,0.03052300698239653,86.74641536858442,-0.016604877657762473,-0.01308132960404454,0.008720886402696387,-0.01693770855891543,0.35871587648305564,-0.38018089309739783,0.2936501892795356,0.35392148498242243,0.27704531162177315,-0.2263885493031701,-0.0973504682127755,-0.1238652190485352,-0.17365793795524653,-0.03006741261640313,-0.07336812603240124,0.052823823056340265,-0.16493705155255015,0.14007772520640951,-0.11043179781682004
